,version,group,PID,phase,block,trial,stimulus_left,stimulus_right,painting_left,painting_right,rating_left,rating_right,explain_trial,explain_response,novel_left,left_chosen,chosen_obj,unchosen_obj,rt,zscored_rt,delta_ratings,zcored_rating_left,zcored_rating_right,zscored_delta_ratings
13,V1,d09142021,fX2Ey,interference,3.0,13.0,62.0,10.0,Mona1n.jpg,Vinb1n.jpg,46.0,45.0,0.0,,0.0,0.0,10.0,62.0,0.9,-0.5992230787389257,1.0,-0.35776091503909757,-0.4049381785607368,0.0471772635216392
14,V1,d09142021,fX2Ey,interference,3.0,14.0,29.0,3.0,Klinb1.jpg,Klib1n.jpg,46.0,54.0,0.0,,0.0,0.0,3.0,29.0,0.924,-0.5382133285585776,-8.0,-0.35776091503909757,0.019657193134016232,-0.37741810817311383
15,V1,d09142021,fX2Ey,interference,3.0,15.0,47.0,57.0,Vina1n.jpg,Lassa1.jpg,64.0,63.0,0.0,,0.0,1.0,47.0,57.0,0.868,-0.6805694123127229,1.0,0.4914298283504085,0.44425256482876924,0.04717726352163926
16,V1,d09142021,fX2Ey,interference,3.0,16.0,59.0,34.0,Macka1.jpg,Lasb1n.jpg,56.0,43.0,0.0,,1.0,0.0,34.0,59.0,0.607,-1.3440504455240068,13.0,0.11401172017729468,-0.49929270560401523,0.61330442578131
17,V1,d09142021,fX2Ey,interference,3.0,17.0,14.0,7.0,Grib1n.jpg,Macb1n.jpg,65.0,61.0,0.0,,1.0,0.0,7.0,14.0,0.717,-1.0644224238640787,4.0,0.5386070918720477,0.34989803778549083,0.18870905408655686
18,V1,d09142021,CDRCj,interference,1.0,0.0,12.0,52.0,Klie1n.jpg,Dekoa1.jpg,62.0,66.0,0.0,,0.0,1.0,12.0,52.0,1.145,-0.4534428204855516,-4.0,0.28471903889730255,0.47400593456309925,-0.1892868956657967
19,V1,d09142021,CDRCj,interference,1.0,1.0,8.0,13.0,Picd1n.jpg,Kupka1.jpg,64.0,38.0,0.0,,0.0,1.0,8.0,13.0,1.042,-0.5287391025437883,26.0,0.3793624867302009,-0.8510023350974778,1.2303648218276786
20,V1,d09142021,CDRCj,interference,1.0,2.0,17.0,39.0,Picaa1.jpg,Kupb1n.jpg,39.0,61.0,1.0,,1.0,0.0,39.0,17.0,6.177,3.2251095223983994,-22.0,-0.8036806111810286,0.23739731498085334,-1.0410779261618819
21,V1,d09142021,CDRCj,interference,1.0,3.0,55.0,2.0,Clia1n.jpg,Dekb1n.jpg,57.0,46.0,1.0,,0.0,1.0,55.0,2.0,3.792,1.4815985252246666,11.0,0.04811041931505662,-0.47242854376588433,0.5205389630809409
22,V1,d09142021,CDRCj,interference,1.0,4.0,61.0,44.0,Grigb1.jpg,Mackb1.jpg,58.0,42.0,0.0,,1.0,0.0,44.0,61.0,1.835,0.05096916611816977,16.0,0.0954321432315058,-0.6617154394316811,0.7571475826631869
23,V1,d09142021,CDRCj,interference,1.0,5.0,0.0,5.0,Monb1n.jpg,Pica1n.jpg,38.0,57.0,1.0,,1.0,0.0,5.0,0.0,1.721,-0.03236846645114064,-19.0,-0.8510023350974778,0.04811041931505662,-0.8991127544125345
24,V1,d09142021,CDRCj,interference,2.0,6.0,8.0,13.0,Picd1n.jpg,Kupka1.jpg,64.0,38.0,1.0,,0.0,1.0,8.0,13.0,1.311,-0.3320915309548013,26.0,0.3793624867302009,-0.8510023350974778,1.2303648218276786
25,V1,d09142021,CDRCj,interference,2.0,7.0,17.0,39.0,Picaa1.jpg,Kupb1n.jpg,39.0,61.0,0.0,,1.0,0.0,39.0,17.0,2.504,0.5400294835643866,-22.0,-0.8036806111810286,0.23739731498085334,-1.0410779261618819
26,V1,d09142021,CDRCj,interference,2.0,8.0,55.0,2.0,Clia1n.jpg,Dekb1n.jpg,57.0,46.0,0.0,,0.0,1.0,55.0,2.0,2.765,0.7308288002362292,11.0,0.04811041931505662,-0.47242854376588433,0.5205389630809409
27,V1,d09142021,CDRCj,interference,2.0,9.0,12.0,52.0,Klie1n.jpg,Dekoa1.jpg,62.0,66.0,1.0,,0.0,1.0,12.0,52.0,1.843,0.05681742103531437,-4.0,0.28471903889730255,0.47400593456309925,-0.1892868956657967
28,V1,d09142021,CDRCj,interference,2.0,10.0,0.0,5.0,Monb1n.jpg,Pica1n.jpg,38.0,57.0,0.0,,1.0,0.0,5.0,0.0,1.391,-0.2736089817833553,-19.0,-0.8510023350974778,0.04811041931505662,-0.8991127544125345
29,V1,d09142021,CDRCj,interference,2.0,11.0,61.0,44.0,Grigb1.jpg,Mackb1.jpg,58.0,42.0,1.0,,1.0,0.0,44.0,61.0,0.912,-0.623773244947388,16.0,0.0954321432315058,-0.6617154394316811,0.7571475826631869
30,V1,d09142021,CDRCj,interference,3.0,12.0,61.0,44.0,Grigb1.jpg,Mackb1.jpg,58.0,42.0,0.0,,1.0,0.0,44.0,61.0,0.977,-0.5762561737455881,16.0,0.0954321432315058,-0.6617154394316811,0.7571475826631869
31,V1,d09142021,CDRCj,interference,3.0,13.0,12.0,52.0,Klie1n.jpg,Dekoa1.jpg,62.0,66.0,0.0,,0.0,1.0,12.0,52.0,1.117,-0.4739117126955577,-4.0,0.28471903889730255,0.47400593456309925,-0.1892868956657967
32,V1,d09142021,CDRCj,interference,3.0,14.0,0.0,5.0,Monb1n.jpg,Pica1n.jpg,38.0,57.0,0.0,,1.0,0.0,5.0,0.0,0.898,-0.6340076910523911,-19.0,-0.8510023350974778,0.04811041931505662,-0.8991127544125345
33,V1,d09142021,CDRCj,interference,3.0,15.0,17.0,39.0,Picaa1.jpg,Kupb1n.jpg,39.0,61.0,0.0,,1.0,0.0,39.0,17.0,0.826,-0.6866419853066924,-22.0,-0.8036806111810286,0.23739731498085334,-1.0410779261618819
34,V1,d09142021,CDRCj,interference,3.0,16.0,55.0,2.0,Clia1n.jpg,Dekb1n.jpg,57.0,46.0,0.0,,0.0,1.0,55.0,2.0,0.746,-0.7451245344781384,11.0,0.04811041931505662,-0.47242854376588433,0.5205389630809409
35,V1,d09142021,CDRCj,interference,3.0,17.0,8.0,13.0,Picd1n.jpg,Kupka1.jpg,64.0,38.0,0.0,,0.0,1.0,8.0,13.0,0.773,-0.7253866741327754,26.0,0.3793624867302009,-0.8510023350974778,1.2303648218276786
36,V1,d09172021,S5lJ6,interference,1.0,0.0,66.0,42.0,Vinca1.jpg,Mackc1.jpg,44.0,32.0,1.0,,0.0,1.0,66.0,42.0,0.904,-1.0272222008225202,12.0,-0.041520789316453685,-0.651622183354138,0.6101013940376844
37,V1,d09172021,S5lJ6,interference,1.0,1.0,35.0,57.0,Gusa1n.jpg,Lassa1.jpg,56.0,58.0,0.0,,1.0,0.0,57.0,35.0,2.359,2.1400664075530145,-2.0,0.5685806047212306,0.6702641703941781,-0.10168356567294745
38,V1,d09172021,S5lJ6,interference,1.0,2.0,44.0,6.0,Mackb1.jpg,Gusc1n.jpg,31.0,53.0,0.0,,1.0,0.0,6.0,44.0,0.96,-0.9053196839365892,-22.0,-0.7024639661906117,0.41605525621180955,-1.1185192224024212
39,V1,d09172021,S5lJ6,interference,1.0,3.0,43.0,46.0,Clifb1.jpg,Lewb1n.jpg,35.0,53.0,0.0,,0.0,1.0,43.0,46.0,2.232,1.8636089139009924,-18.0,-0.49909683484471695,0.41605525621180955,-0.9151520910565265
40,V1,d09172021,S5lJ6,interference,1.0,4.0,60.0,63.0,Kupc1n.jpg,Lewia1.jpg,33.0,37.0,1.0,,1.0,0.0,63.0,60.0,1.483,0.23316275055166175,-4.0,-0.6007804005176643,-0.39741326917176956,-0.2033671313458948
41,V1,d09172021,S5lJ6,interference,1.0,5.0,53.0,21.0,Macc1n.jpg,Kupkc1.jpg,38.0,31.0,1.0,,0.0,1.0,53.0,21.0,1.124,-0.5483194559135045,7.0,-0.34657148633529583,-0.7024639661906117,0.35589247985531586
42,V1,d09172021,S5lJ6,interference,2.0,6.0,35.0,57.0,Gusa1n.jpg,Lassa1.jpg,56.0,58.0,1.0,,1.0,0.0,57.0,35.0,2.127,1.6350416947398703,-2.0,0.5685806047212306,0.6702641703941781,-0.10168356567294745
43,V1,d09172021,S5lJ6,interference,2.0,7.0,53.0,21.0,Macc1n.jpg,Kupkc1.jpg,38.0,31.0,0.0,,0.0,1.0,53.0,21.0,1.562,0.4051323725871718,7.0,-0.34657148633529583,-0.7024639661906117,0.35589247985531586
44,V1,d09172021,S5lJ6,interference,2.0,8.0,43.0,46.0,Clifb1.jpg,Lewb1n.jpg,35.0,53.0,1.0,,0.0,1.0,43.0,46.0,0.632,-1.6193201399827577,-18.0,-0.49909683484471695,0.41605525621180955,-0.9151520910565265
45,V1,d09172021,S5lJ6,interference,2.0,9.0,60.0,63.0,Kupc1n.jpg,Lewia1.jpg,33.0,37.0,0.0,,1.0,0.0,63.0,60.0,1.367,-0.01934960585491033,-4.0,-0.6007804005176643,-0.39741326917176956,-0.2033671313458948
46,V1,d09172021,S5lJ6,interference,2.0,10.0,66.0,42.0,Vinca1.jpg,Mackc1.jpg,44.0,32.0,0.0,,0.0,1.0,66.0,42.0,1.41,0.07425411246821528,12.0,-0.041520789316453685,-0.651622183354138,0.6101013940376844
47,V1,d09172021,S5lJ6,interference,2.0,11.0,44.0,6.0,Mackb1.jpg,Gusc1n.jpg,31.0,53.0,1.0,,1.0,0.0,6.0,44.0,1.271,-0.2283253490879355,-22.0,-0.7024639661906117,0.41605525621180955,-1.1185192224024212
48,V1,d09172021,S5lJ6,interference,3.0,12.0,66.0,42.0,Vinca1.jpg,Mackc1.jpg,44.0,32.0,0.0,,0.0,1.0,66.0,42.0,1.391,0.032894329953345965,12.0,-0.041520789316453685,-0.651622183354138,0.6101013940376844
49,V1,d09172021,S5lJ6,interference,3.0,13.0,60.0,63.0,Kupc1n.jpg,Lewia1.jpg,33.0,37.0,0.0,,1.0,0.0,63.0,60.0,1.36,-0.034587420465651504,-4.0,-0.6007804005176643,-0.39741326917176956,-0.2033671313458948
50,V1,d09172021,S5lJ6,interference,3.0,14.0,53.0,21.0,Macc1n.jpg,Kupkc1.jpg,38.0,31.0,0.0,,0.0,1.0,53.0,21.0,1.039,-0.7333500619010792,7.0,-0.34657148633529583,-0.7024639661906117,0.35589247985531586
51,V1,d09172021,S5lJ6,interference,3.0,15.0,35.0,57.0,Gusa1n.jpg,Lassa1.jpg,56.0,58.0,0.0,,1.0,0.0,57.0,35.0,1.247,-0.2805692848961913,-2.0,0.5685806047212306,0.6702641703941781,-0.10168356567294745
52,V1,d09172021,S5lJ6,interference,3.0,16.0,44.0,6.0,Mackb1.jpg,Gusc1n.jpg,31.0,53.0,0.0,,1.0,0.0,6.0,44.0,1.248,-0.2783924542375142,-22.0,-0.7024639661906117,0.41605525621180955,-1.1185192224024212
53,V1,d09172021,S5lJ6,interference,3.0,17.0,43.0,46.0,Clifb1.jpg,Lewb1n.jpg,35.0,53.0,0.0,,0.0,1.0,43.0,46.0,1.05,-0.7094049246556281,-18.0,-0.49909683484471695,0.41605525621180955,-0.9151520910565265
54,V1,d09172021,IDAjV,interference,1.0,0.0,7.0,3.0,Macb1n.jpg,Klib1n.jpg,60.0,48.0,1.0,,0.0,1.0,7.0,3.0,2.451,0.5340336164698827,12.0,0.6122929525857226,-0.5759844756129849,1.1882774281987074
55,V1,d09172021,IDAjV,interference,1.0,1.0,47.0,48.0,Vina1n.jpg,Maca1n.jpg,52.0,57.0,0.0,,1.0,1.0,47.0,48.0,8.019,3.6708199481277104,-5.0,-0.17989199954674912,0.31522359553604573,-0.49511559508279485
56,V1,d09172021,IDAjV,interference,1.0,2.0,24.0,65.0,Lewa1n.jpg,Roha1n.jpg,48.0,57.0,1.0,,1.0,0.0,65.0,24.0,1.318,-0.10425282637643887,-9.0,-0.5759844756129849,0.31522359553604573,-0.8912080711490307
57,V1,d09172021,IDAjV,interference,1.0,3.0,66.0,8.0,Vinca1.jpg,Picd1n.jpg,53.0,60.0,0.0,,1.0,0.0,8.0,66.0,1.437,-0.03721303229107942,-7.0,-0.08086888053019015,0.6122929525857226,-0.6931618331159127
58,V1,d09172021,IDAjV,interference,1.0,4.0,62.0,10.0,Mona1n.jpg,Vinb1n.jpg,59.0,57.0,1.0,,0.0,1.0,62.0,10.0,1.016,-0.2743874298535696,2.0,0.5132698335691637,0.31522359553604573,0.19804623803311794
59,V1,d09172021,IDAjV,interference,1.0,5.0,16.0,64.0,Vincc1.jpg,Vincb1.jpg,48.0,57.0,0.0,,0.0,1.0,16.0,64.0,3.261,0.9903549039416573,-9.0,-0.5759844756129849,0.31522359553604573,-0.8912080711490307
60,V1,d09172021,IDAjV,interference,2.0,6.0,24.0,65.0,Lewa1n.jpg,Roha1n.jpg,48.0,57.0,0.0,,1.0,0.0,65.0,24.0,0.558,-0.5324061331400791,-9.0,-0.5759844756129849,0.31522359553604573,-0.8912080711490307
61,V1,d09172021,IDAjV,interference,2.0,7.0,62.0,10.0,Mona1n.jpg,Vinb1n.jpg,59.0,57.0,0.0,,0.0,1.0,62.0,10.0,0.894,-0.34311730278141717,2.0,0.5132698335691637,0.31522359553604573,0.19804623803311794
62,V1,d09172021,IDAjV,interference,2.0,8.0,47.0,48.0,Vina1n.jpg,Maca1n.jpg,52.0,57.0,1.0,,1.0,1.0,47.0,48.0,1.084,-0.23607897609050704,-5.0,-0.17989199954674912,0.31522359553604573,-0.49511559508279485
63,V1,d09172021,IDAjV,interference,2.0,9.0,66.0,8.0,Vinca1.jpg,Picd1n.jpg,53.0,60.0,1.0,,1.0,0.0,8.0,66.0,1.188,-0.17748957621758793,-7.0,-0.08086888053019015,0.6122929525857226,-0.6931618331159127
64,V1,d09172021,IDAjV,interference,2.0,10.0,7.0,3.0,Macb1n.jpg,Klib1n.jpg,60.0,48.0,0.0,,0.0,1.0,7.0,3.0,1.319,-0.10368946676227625,12.0,0.6122929525857226,-0.5759844756129849,1.1882774281987074
65,V1,d09172021,IDAjV,interference,2.0,11.0,16.0,64.0,Vincc1.jpg,Vincb1.jpg,48.0,57.0,1.0,,0.0,1.0,16.0,64.0,0.78,-0.4073402987959632,-9.0,-0.5759844756129849,0.31522359553604573,-0.8912080711490307
66,V1,d09172021,IDAjV,interference,3.0,12.0,47.0,48.0,Vina1n.jpg,Maca1n.jpg,52.0,57.0,0.0,,1.0,1.0,47.0,48.0,0.874,-0.35438449506467085,-5.0,-0.17989199954674912,0.31522359553604573,-0.49511559508279485
67,V1,d09172021,IDAjV,interference,3.0,13.0,16.0,64.0,Vincc1.jpg,Vincb1.jpg,48.0,57.0,0.0,,0.0,1.0,16.0,64.0,0.561,-0.5307160542975911,-9.0,-0.5759844756129849,0.31522359553604573,-0.8912080711490307
68,V1,d09172021,IDAjV,interference,3.0,14.0,62.0,10.0,Mona1n.jpg,Vinb1n.jpg,59.0,57.0,0.0,,0.0,1.0,62.0,10.0,0.608,-0.5042381524319449,2.0,0.5132698335691637,0.31522359553604573,0.19804623803311794
69,V1,d09172021,IDAjV,interference,3.0,15.0,66.0,8.0,Vinca1.jpg,Picd1n.jpg,53.0,60.0,0.0,,1.0,0.0,8.0,66.0,0.63,-0.4918442409203659,-7.0,-0.08086888053019015,0.6122929525857226,-0.6931618331159127
70,V1,d09172021,IDAjV,interference,3.0,16.0,24.0,65.0,Lewa1n.jpg,Roha1n.jpg,48.0,57.0,0.0,,1.0,0.0,65.0,24.0,0.545,-0.539729808124194,-9.0,-0.5759844756129849,0.31522359553604573,-0.8912080711490307
71,V1,d09172021,IDAjV,interference,3.0,17.0,7.0,3.0,Macb1n.jpg,Klib1n.jpg,60.0,48.0,0.0,,0.0,1.0,7.0,3.0,0.512,-0.5583206753915626,12.0,0.6122929525857226,-0.5759844756129849,1.1882774281987074
72,V1,d09172021,59tg8,interference,1.0,0.0,44.0,40.0,Mackb1.jpg,Vinc1n.jpg,23.0,20.0,0.0,,0.0,1.0,44.0,40.0,2.0,2.458577298549573,3.0,0.01967587633689824,-0.07604460313990394,0.09572047947680218
73,V1,d09172021,59tg8,interference,1.0,1.0,21.0,16.0,Kupkc1.jpg,Vincc1.jpg,16.0,0.0,1.0,,1.0,1.0,21.0,16.0,1.306,-0.04713760831844184,16.0,-0.2036719091089735,-0.7141811329852518,0.5105092238762783
74,V1,d09172021,59tg8,interference,1.0,2.0,34.0,67.0,Lasb1n.jpg,Picab1.jpg,0.0,0.0,1.0,,0.0,1.0,34.0,67.0,1.905,2.115575978445162,0.0,-0.7141811329852518,-0.7141811329852518,0.0
75,V1,d09172021,59tg8,interference,1.0,3.0,69.0,62.0,Picad1.jpg,Mona1n.jpg,0.0,14.0,0.0,,1.0,0.0,62.0,69.0,1.526,0.7471812382391421,-14.0,-0.7141811329852518,-0.26748556209350827,-0.4466955708917435
76,V1,d09172021,59tg8,interference,1.0,4.0,42.0,47.0,Mackc1.jpg,Vina1n.jpg,0.0,0.0,0.0,,0.0,1.0,42.0,47.0,1.337,0.0647891382419447,0.0,-0.7141811329852518,-0.7141811329852518,0.0
77,V1,d09172021,59tg8,interference,1.0,5.0,2.0,55.0,Dekb1n.jpg,Clia1n.jpg,16.0,20.0,1.0,,1.0,0.0,55.0,2.0,1.619,1.0829614779203025,-4.0,-0.2036719091089735,-0.07604460313990394,-0.12762730596906957
78,V1,d09172021,59tg8,interference,2.0,6.0,34.0,67.0,Lasb1n.jpg,Picab1.jpg,0.0,0.0,0.0,,0.0,1.0,34.0,67.0,1.261,-0.20961191784158456,0.0,-0.7141811329852518,-0.7141811329852518,0.0
79,V1,d09172021,59tg8,interference,2.0,7.0,21.0,16.0,Kupkc1.jpg,Vincc1.jpg,16.0,0.0,0.0,,1.0,1.0,21.0,16.0,1.276,-0.1554538146672034,16.0,-0.2036719091089735,-0.7141811329852518,0.5105092238762783
80,V1,d09172021,59tg8,interference,2.0,8.0,2.0,55.0,Dekb1n.jpg,Clia1n.jpg,16.0,20.0,0.0,,1.0,0.0,55.0,2.0,1.203,-0.4190232501158561,-4.0,-0.2036719091089735,-0.07604460313990394,-0.12762730596906957
81,V1,d09172021,59tg8,interference,2.0,9.0,69.0,62.0,Picad1.jpg,Mona1n.jpg,0.0,14.0,1.0,,1.0,0.0,62.0,69.0,1.344,0.0900629197233228,-14.0,-0.7141811329852518,-0.26748556209350827,-0.4466955708917435
82,V1,d09172021,59tg8,interference,2.0,10.0,44.0,40.0,Mackb1.jpg,Vinc1n.jpg,23.0,20.0,1.0,,0.0,1.0,44.0,40.0,1.117,-0.7295297083156392,3.0,0.01967587633689824,-0.07604460313990394,0.09572047947680218
83,V1,d09172021,59tg8,interference,2.0,11.0,42.0,47.0,Mackc1.jpg,Vina1n.jpg,0.0,0.0,1.0,,0.0,1.0,42.0,47.0,1.132,-0.6753716051412588,0.0,-0.7141811329852518,-0.7141811329852518,0.0
84,V1,d09172021,59tg8,interference,3.0,12.0,21.0,16.0,Kupkc1.jpg,Vincc1.jpg,16.0,0.0,0.0,,1.0,1.0,21.0,16.0,1.19,-0.46596027286698655,16.0,-0.2036719091089735,-0.7141811329852518,0.5105092238762783
85,V1,d09172021,59tg8,interference,3.0,13.0,69.0,62.0,Picad1.jpg,Mona1n.jpg,0.0,14.0,0.0,,1.0,0.0,62.0,69.0,1.143,-0.6356556628133793,-14.0,-0.7141811329852518,-0.26748556209350827,-0.4466955708917435
86,V1,d09172021,59tg8,interference,3.0,14.0,44.0,40.0,Mackb1.jpg,Vinc1n.jpg,23.0,20.0,0.0,,0.0,1.0,44.0,40.0,1.022,-1.0725310284200504,3.0,0.01967587633689824,-0.07604460313990394,0.09572047947680218
87,V1,d09172021,59tg8,interference,3.0,15.0,2.0,55.0,Dekb1n.jpg,Clia1n.jpg,16.0,20.0,0.0,,1.0,0.0,55.0,2.0,1.217,-0.3684756871531007,-4.0,-0.2036719091089735,-0.07604460313990394,-0.12762730596906957
88,V1,d09172021,59tg8,interference,3.0,16.0,34.0,67.0,Lasb1n.jpg,Picab1.jpg,0.0,0.0,0.0,,0.0,1.0,34.0,67.0,1.092,-0.8197932136062734,0.0,-0.7141811329852518,-0.7141811329852518,0.0
89,V1,d09172021,59tg8,interference,3.0,17.0,42.0,47.0,Mackc1.jpg,Vina1n.jpg,0.0,0.0,0.0,,0.0,1.0,42.0,47.0,1.053,-0.9606042818596638,0.0,-0.7141811329852518,-0.7141811329852518,0.0
90,V1,d09172021,VIK7A,interference,1.0,0.0,0.0,14.0,Monb1n.jpg,Grib1n.jpg,63.0,68.0,0.0,,1.0,0.0,14.0,0.0,2.301,0.9708387676465642,-5.0,0.3117009633492988,0.5364853119185048,-0.22478434856920598
91,V1,d09172021,VIK7A,interference,1.0,1.0,57.0,13.0,Lassa1.jpg,Kupka1.jpg,64.0,50.0,1.0,,0.0,1.0,57.0,13.0,2.181,0.8248174781739244,14.0,0.35665783306314,-0.2727383429306367,0.6293961759937767
92,V1,d09172021,VIK7A,interference,1.0,2.0,51.0,66.0,Lewic1.jpg,Vinca1.jpg,59.0,50.0,0.0,,1.0,0.0,66.0,51.0,3.158,2.0136741432969987,9.0,0.13187348449393402,-0.2727383429306367,0.4046118274245707
93,V1,d09172021,VIK7A,interference,1.0,3.0,11.0,64.0,Clifa1.jpg,Vincb1.jpg,37.0,46.0,1.0,,0.0,1.0,11.0,64.0,2.231,0.8856596821208573,-9.0,-0.8571776492105723,-0.45256582178600147,-0.4046118274245708
94,V1,d09172021,VIK7A,interference,1.0,4.0,49.0,32.0,Lewc1n.jpg,Kupkb1.jpg,64.0,50.0,1.0,,1.0,0.0,32.0,49.0,3.045,1.87617076237693,14.0,0.35665783306314,-0.2727383429306367,0.6293961759937767
95,V1,d09172021,VIK7A,interference,1.0,5.0,58.0,16.0,Klinc1.jpg,Vincc1.jpg,64.0,59.0,0.0,,0.0,0.0,16.0,58.0,2.467,1.1728348847503822,5.0,0.35665783306314,0.13187348449393402,0.22478434856920596
96,V1,d09172021,VIK7A,interference,2.0,6.0,49.0,32.0,Lewc1n.jpg,Kupkb1.jpg,64.0,50.0,0.0,,1.0,0.0,32.0,49.0,1.232,-0.32996755273886785,14.0,0.35665783306314,-0.2727383429306367,0.6293961759937767
97,V1,d09172021,VIK7A,interference,2.0,7.0,0.0,14.0,Monb1n.jpg,Grib1n.jpg,63.0,68.0,1.0,,1.0,0.0,14.0,0.0,1.303,-0.24357162313422276,-5.0,0.3117009633492988,0.5364853119185048,-0.22478434856920598
98,V1,d09172021,VIK7A,interference,2.0,8.0,57.0,13.0,Lassa1.jpg,Kupka1.jpg,64.0,50.0,0.0,,0.0,1.0,57.0,13.0,0.833,-0.8154883402353947,14.0,0.35665783306314,-0.2727383429306367,0.6293961759937767
99,V1,d09172021,VIK7A,interference,2.0,9.0,58.0,16.0,Klinc1.jpg,Vincc1.jpg,64.0,59.0,1.0,,0.0,0.0,16.0,58.0,1.102,-0.488157283000894,5.0,0.35665783306314,0.13187348449393402,0.22478434856920596
100,V1,d09172021,VIK7A,interference,2.0,10.0,11.0,64.0,Clifa1.jpg,Vincb1.jpg,37.0,46.0,0.0,,0.0,1.0,11.0,64.0,1.026,-0.5806374330002325,-9.0,-0.8571776492105723,-0.45256582178600147,-0.4046118274245708
101,V1,d09172021,VIK7A,interference,2.0,11.0,51.0,66.0,Lewic1.jpg,Vinca1.jpg,59.0,50.0,1.0,,1.0,0.0,66.0,51.0,0.901,-0.7327429428675656,9.0,0.13187348449393402,-0.2727383429306367,0.4046118274245707
102,V1,d09172021,VIK7A,interference,3.0,12.0,11.0,64.0,Clifa1.jpg,Vincb1.jpg,37.0,46.0,0.0,,0.0,1.0,11.0,64.0,1.191,-0.379858159975353,-9.0,-0.8571776492105723,-0.45256582178600147,-0.4046118274245708
103,V1,d09172021,VIK7A,interference,3.0,13.0,57.0,13.0,Lassa1.jpg,Kupka1.jpg,64.0,50.0,0.0,,0.0,1.0,57.0,13.0,0.699,-0.9785454468131758,14.0,0.35665783306314,-0.2727383429306367,0.6293961759937767
104,V1,d09172021,VIK7A,interference,3.0,14.0,58.0,16.0,Klinc1.jpg,Vincc1.jpg,64.0,59.0,0.0,,0.0,0.0,16.0,58.0,0.782,-0.8775473882612665,5.0,0.35665783306314,0.13187348449393402,0.22478434856920596
